ID,Target Pressure (bar)
0,0.23400001875419704
1,0.25256236930913994
2,0.33947935242136495
3,0.34312121277702606
4,0.32874656187783413
5,0.2485898840277611
6,0.15540567811279885
7,0.18302782857774277
8,0.2801211042747179
9,0.6470419196158583
10,0.6580208582871997
11,0.7469512651446252
12,0.7787272590771277
13,0.7593983282958007
14,0.818905594071782
15,0.8241690336706556
16,0.8359167902810595
17,0.8548305542097921
18,0.6285125995097715
19,0.6456434946578914
20,0.681548702862241
21,0.6924425428804593
22,0.669160161164838
23,0.5563580704018531
24,0.44862761734813467
25,0.4667999381076848
26,0.5124113593072043
27,0.08114230683228033
28,0.05919932424799536
29,0.05378489675650088
30,0.04085874974215706
31,0.026959498609519017
32,0.028258283191783296
33,0.035776577327051494
34,0.02914961764045974
35,0.03495307798855012
36,0.36487543440986464
37,0.20136398676340578
38,0.15528146575614313
39,0.5072020657378503
40,0.22818370581487543
41,0.16916145870453886
42,0.2981658845754844
43,0.13110886330618055
44,0.11198450979639601
45,0.181030415447008
46,0.10731452689217981
47,0.09703421654777276
48,0.07241692054314595
49,0.06228951660251861
50,0.05103914790606258
51,0.0849499733276991
52,0.04776579084740619
53,0.044787018285915234
54,0.10302026320587486
55,0.12154714027532368
56,0.13295480312880775
57,0.08440545008445038
58,0.095730931406368
59,0.1162568648378214
60,0.06270488131261182
61,0.07536261515951388
62,0.09791757823845969
63,0.6669662827828492
64,0.6484959008088717
65,0.4689576615363217
66,0.736720258239161
67,0.7127348198828045
68,0.4770491766262781
69,0.541985574106748
70,0.5459956623817293
71,0.38962052741084985
72,0.3608582853132655
73,0.35340509337850723
74,0.2830788802597949
75,0.18788064768740176
76,0.15281864029676673
77,0.15491153591519377
78,0.20171456185055353
79,0.21510898104184173
80,0.17004553825350874
81,0.1068545132726973
82,0.10926027242413508
83,0.1197706188630871
84,0.05688977837848558
85,0.053271485281102454
86,0.0486569514171277
87,0.03538253042388805
88,0.038066976334793334
89,0.05361997136557399
90,0.5318400094329403
91,0.5150269951324661
92,0.38206353212325955
93,0.3849762503029265
94,0.36487325957279093
95,0.25257444974820414
96,0.22926145729691735
97,0.22186866417977016
98,0.15403476034626606
99,0.3238064644385855
100,0.31716810810334556
101,0.24176140375947738
102,0.20253107571686566
103,0.10465216689650504
104,0.07498299391543478
105,0.07955826581405485
106,0.07968281188910199
107,0.07125711818353642
108,0.1723683647919222
109,0.1834242915008608
110,0.2262758204506237
111,0.11821214255071946
112,0.10999038677101063
113,0.09756560684050662
114,0.07510665631682142
115,0.07760067257988215
116,0.11677736102279622
117,0.8482681521539995
118,0.7958283948138839
119,0.7675500123219504
120,0.8574232529535799
121,0.797607611783113
122,0.6750966164841627
123,0.6350717095338286
124,0.628497105112019
125,0.48760599110917763
126,0.605782710437052
127,0.5940727747036264
128,0.48378269546182495
129,0.31403620639450125
130,0.2262887473281001
131,0.1720808818982845
132,0.17281305294630286
133,0.1849178543142083
134,0.1738582666364756
135,0.09307579963379287
136,0.11317442827119809
137,0.11330664500950491
138,0.04835079368277214
139,0.057605488661441814
140,0.06046527268552648
141,0.03650715441170648
142,0.04995664476682942
143,0.0567618196233998
144,0.5026406136559199
145,0.4846956865968091
146,0.28055239229973017
147,0.6280973346533834
148,0.6022536018264829
149,0.30217551097396855
150,0.347403379891872
151,0.36533161110279655
152,0.2354655720157376
153,0.2651857115152078
154,0.27428100036739417
155,0.20994031524341383
156,0.1499544354099128
157,0.0995284785840293
158,0.09754280271831098
159,0.10431148067327461
160,0.12247745006378137
161,0.10702590706583154
162,0.1485707448235324
163,0.15043300927611125
164,0.14001305723353172
165,0.10116913009261555
166,0.09078733751433785
167,0.07884880280483016
168,0.07149464933774147
169,0.07273984251466023
170,0.09425350577540613
171,0.7765401465676073
172,0.5457488735114531
173,0.45665690154373884
174,0.8399154024522631
175,0.6651580664525039
176,0.5260073604670942
177,0.8150362416503751
178,0.5693666670144838
179,0.4649786121553127
180,0.5501366624117596
181,0.4225993794740893
182,0.29562927088963353
183,0.19338502931205287
184,0.14961071116854044
185,0.16852809786807507
186,0.26981536454677496
187,0.1980026954839315
188,0.17094685379604976
189,0.08331819803450091
190,0.0826201465889316
191,0.07112063881718951
192,0.056001539263692564
193,0.05542184936996381
194,0.05084205058077449
195,0.047703935657252346
196,0.04619395779099353
197,0.04820376726251104
198,0.4150525743438074
199,0.3811884048795892
200,0.21721304158701235
201,0.43941928553803317
202,0.3839070187383008
203,0.20860293531972146
204,0.36798052269084075
205,0.3256560556150907
206,0.17665668877197202
207,0.2409778258372701
208,0.21908499239434748
209,0.13322429159921445
210,0.08739769405736443
211,0.07322940273902914
212,0.07307316525483057
213,0.12614564390503968
214,0.11555631611177136
215,0.08087722003444123
216,0.10289420537485877
217,0.10839680888666281
218,0.11407342600279649
219,0.056034067690044743
220,0.05706944482090933
221,0.06399063905738328
222,0.047876716729213634
223,0.052609973294201084
224,0.061542922066107196
225,0.34062710319392114
226,0.33849754771978935
227,0.3302900115205057
228,0.26274163639060916
229,0.2572548982493684
230,0.24848094849490182
231,0.1730231450520071
232,0.17049184497693
233,0.16727079138943293
234,0.2221618063261401
235,0.2201692459968097
236,0.21652928737411928
237,0.18895611844919455
238,0.13380048700842206
239,0.10645143743706773
240,0.08644778532474454
241,0.0890332353539641
242,0.09426508362136628
243,0.27230711960729814
244,0.2478397984949379
245,0.21129132722419777
246,0.28933958015333694
247,0.26782022927256505
248,0.20387191874860616
249,0.231341862157293
250,0.22800833461919545
251,0.18633168152282611
252,0.8269852297839999
253,0.7887462857251142
254,0.648027043010764
255,0.8308576600037408
256,0.8094793272991324
257,0.6463687496093483
258,0.8208489746242689
259,0.8013337778738284
260,0.6072040515960322
261,0.7587079696574962
262,0.6668802133954248
263,0.45568619973662744
264,0.23858838258634585
265,0.20997322471134547
266,0.2188467651972867
267,0.6994652601318704
268,0.3813104609935243
269,0.2611148552833736
270,0.09186566698199307
271,0.09570481529221517
272,0.10371238277057586
273,0.052025412129582956
274,0.04996688532835315
275,0.049050333993071536
276,0.03949764895418858
277,0.04103246789497076
278,0.05423026130328108
279,0.452582240172347
280,0.44924042169177386
281,0.4198589907910636
282,0.3607159580709676
283,0.3602939743969467
284,0.33775162265584296
285,0.26074774088469177
286,0.2610160545530941
287,0.2510917543481425
288,0.26894958989414625
289,0.27223329782418626
290,0.2578914420839049
291,0.1772899433094331
292,0.11010538017164652
293,0.08841590297926182
294,0.06313922321031351
295,0.07111794699961331
296,0.08009801526256276
297,0.12706757500508534
298,0.1255511994048219
299,0.1231270438321563
300,0.1095912774087275
301,0.10179500932073417
302,0.0916972094002046
303,0.09310469293943195
304,0.09054717124729124
305,0.0967235207997427
306,0.6087622966428621
307,0.5592195431822757
308,0.44737331789272233
309,0.6517477840305431
310,0.6140216540454465
311,0.49568903597606906
312,0.6737238520372852
313,0.63891283748742
314,0.5191645752262443
315,0.3994993854012641
316,0.37188015317350664
317,0.3077949538847114
318,0.200242220863667
319,0.18851458396514428
320,0.2010371372510897
321,0.2352544934112301
322,0.2277338280759875
323,0.2117764109831411
324,0.10729529184253819
325,0.11043290115062421
326,0.11429329284263114
327,0.08966106816940052
328,0.09394784207063679
329,0.10018362753570634
330,0.07442675594381816
331,0.07729487403661851
332,0.09100520682474893
333,0.5543660064673318
334,0.4822698633475509
335,0.3595176971137142
336,0.5696828785067433
337,0.5052813541354926
338,0.3711995414936242
339,0.5264237196056585
340,0.4747077421713434
341,0.35652283464158696
342,0.3091255117898054
343,0.28833750751544
344,0.2110451403369177
345,0.12431907646248304
346,0.11001700536067091
347,0.1198404252642202
348,0.18283707770728314
349,0.174851628912947
350,0.14463734867444814
351,0.188773078116139
352,0.21244440614163537
353,0.2380986775026142
354,0.13340419806678974
355,0.13067881984939198
356,0.11042358093004405
357,0.0824148722680924
358,0.09100718774026616
359,0.1262781377028306
360,0.8187840101860387
361,0.7583865262853978
362,0.6281695485005422
363,0.7794712289265876
364,0.7535959889068252
365,0.6900971660984926
366,0.7994958122411178
367,0.7959578002674704
368,0.6621295087308946
369,0.5866211834990781
370,0.5793061077706184
371,0.516804309665409
372,0.29258006923954694
373,0.22173415290355686
374,0.2214587616240124
375,0.22997404805035276
376,0.25736141105537974
377,0.22883798479418677
378,0.17391758847786798
379,0.15143896027698026
380,0.11974802825547001
381,0.1420172777269102
382,0.13091071275515928
383,0.10846834417029379
384,0.10179508964810365
385,0.09896837990800879
386,0.09860425815061187
387,0.8486976629355034
388,0.6517469090506453
389,0.39289787403921195
390,0.8534288644908383
391,0.6350351497345692
392,0.41130685764604824
393,0.8520248734030664
394,0.5418580276740674
395,0.3696370783863156
396,0.7533114699452474
397,0.38053047317428884
398,0.2607110227057067
399,0.14332643104962664
400,0.12331947324013981
401,0.12478150247769634
402,0.2814769752155438
403,0.1658390647851573
404,0.1326813074338487
405,0.1259451963460346
406,0.13329134979143265
407,0.13598963179496576
408,0.06886633515001367
409,0.06854844961145935
410,0.06871113486934623
411,0.05561777737550366
412,0.0612570987450801
413,0.07899979867399273
414,0.622883878510756
415,0.5995932726004538
416,0.4487811767633248
417,0.5499392289907602
418,0.5050428301984523
419,0.3648112848465394
420,0.426387195303349
421,0.4066059948679301
422,0.2945580079779832
423,0.37675294143378196
424,0.3704548314698145
425,0.2936398545964675
426,0.19159022202009443
427,0.13347693166193986
428,0.13395291616139868
429,0.1467219314078753
430,0.15415704454803572
431,0.13900677587945792
432,0.1076964864334936
433,0.11827299067530143
434,0.14159273926380472
435,0.08110128435227758
436,0.07227817652118568
437,0.0714295326276209
